statement,label
"Thomas Dudley: He was the son of Sir John Dudley, the Earl of Warwick, and the brother of Robert Dudley, Earl of Leicester.",1
"Thomas Dudley: Thomas Dudley was born in 1576, the son of John Dudley, Earl of Warwick, and his wife, Elizabeth, daughter of Sir John Fogge.",1
"Thomas Dudley: He was the brother of Robert Dudley, Earl of Leicester, and the uncle of Queen Elizabeth I.",1
"Thomas Dudley: He was educated at Eton College and King's College, Cambridge.",1
"Atmosphere of Jupiter: It is composed of a mixture of hydrogen and helium, with a small amount of heavier elements.",0
"Atmosphere of Jupiter: The atmosphere is composed of a number of layers, with the lowest layer being the troposphere, which extends from the surface to about 100 km (62 mi) above the surface.",1
Clocks ( song ): The song was written by lead singer Chris Martin and produced by Brian Eno.,0
Clocks ( song ): The song was released as the album's second single on 22 September 2008.,1
"Beauty Pageant ( Parks and Recreation ): It originally aired on NBC in the United States on April 30, 2009.",1
"Beauty Pageant ( Parks and Recreation ): In the episode, Leslie Knope (Amy Poehler) and Tom Haverford (Aziz Ansari) compete in a beauty pageant.",0
Beauty Pageant ( Parks and Recreation ): Tom and Leslie compete in a beauty pageant.,1
Beauty Pageant ( Parks and Recreation ): The episode begins with Tom and Leslie in the office of the Parks and Recreation Department.,0
"Patrick Star: He is the star of the show, and is voiced by Bill Fagerbakke.",0
Patrick Star: Patrick is a yellow sea sponge who lives in the fictional underwater city of Bikini Bottom.,0
Patrick Star: He is also a very clumsy and accident-prone character.,0
"Embankment tube station: Embankment tube station is a London Underground station in the City of Westminster, in the London Borough of Southwark.",1
"Embankment tube station: It is on the Northern line between Charing Cross and Aldgate East, and is in Travelcard Zone 1.",0
"Back to the Shack: It was released as the second single from their fifth studio album, The Black Album (2008).",1
Back to the Shack: The song was written by Rivers Cuomo and produced by Cuomo and Ric Ocasek.,1
"Back to the Shack: The song was released on September 9, 2008.",1
"Back to the Shack: The song was the band's first single to be released from a new album since ""Say It Ain't So"" in 2001.",1
"4 Minutes: The song was written by Madonna, Timberlake, and Timbaland, and produced by the latter two.",1
"4 Minutes: It was released as the album's second single on June 15, 2008.",1
"4 Minutes: The song was a commercial success, topping the charts in the United States, Canada, the United Kingdom, and Australia, and reaching the top ten in several other countries.",0
4 Minutes: It was nominated for the Grammy Award for Best Pop Collaboration with Vocals at the 51st Grammy Awards.,0
"Ike 's Wee Wee: The episode was written and directed by series co-creator Trey Parker, and was the first episode of the series to be written by Parker.",1
Ike 's Wee Wee: The episode was nominated for an Emmy Award for Outstanding Animated Program (For Programming less than One Hour) in 2000.,1
"She of Little Faith: It first aired on the Fox network in the United States on April 4, 1998.",1
She of Little Faith: The episode was written by Al Jean and Mike Reiss and directed by Mark Kirkland.,1
She of Little Faith: It was the first episode of the season to be produced after the departure of showrunner Mike Scully.,1
"She of Little Faith: The episode was the first to feature the character of Apu Nahasapeemapetilon, who would later become a regular character.",1
Hurricane Otto ( 2010 ): Otto was the first hurricane to make landfall in the United States since Hurricane Georges in 1998.,1
Justice League ( Smallville ): The Justice League is a team of superheroes who protect the world from evil.,0
Justice League ( Smallville ): The Justice League is a team of superheroes who protect the world from evil.,0
Justice League ( Smallville ): The Justice League is a team of superheroes who protect the world from evil.,0
Justice League ( Smallville ): The Justice League is a team of superheroes who protect the world from evil.,0
Hurricane Roslyn ( 1986 ): The name Roslyn was used for the first time on the 1984–1985 hurricane season list.,0
"HMS St Vincent ( 1908 ): She was the first ship to be named after the Battle of Cape St Vincent, which took place in 1797.",1
"HMS St Vincent ( 1908 ): The ship was laid down at the Portsmouth Dockyard on 1 April 1907, launched on 26 September 1908 and completed on 1 April 1909.",1
"HMS St Vincent ( 1908 ): The ship was commissioned on 1 April 1909, and was assigned to the Home Fleet.",1
"The Sponge Who Could Fly: It originally aired on Nickelodeon in the United States on May 12, 2006.",1
The Sponge Who Could Fly: The episode was written by series creator Stephen Hillenburg and directed by series co-creator Derek Drymon.,1
The Sponge Who Could Fly: The episode was the first to be produced after the departure of series co-creator Paul Tibbitt.,1
"Harder to Breathe: It was released as the second single from their third studio album, V (2009).",1
"Harder to Breathe: The song was produced by Tedder and was released on May 19, 2009.",1
"Harder to Breathe: The song was a success, peaking at number one on the Billboard Hot 100, becoming the band's first number-one single in the United States.",1
Nilsson Sings Newman: It was released in 1971.,1
"Nilsson Sings Newman: The album was released in the same year as Harry Nilsson's album Nilsson Schmilsson, and was released in the same year.",1
"Nilsson Sings Newman: The album was released in the same year as Harry Nilsson's album Nilsson Schmilsson, and was released in the same year.",1
"National War Memorial ( South Australia ): The National War Memorial is a monument in the city centre of Adelaide, South Australia, commemorating those who served in the First World War.",0
"National War Memorial ( South Australia ): The National War Memorial is a monument in the city centre of Adelaide, South Australia, commemorating those who served in the First World War.",0
Vernon Sturdee: He was the first Australian to be appointed to the post.,1
"Vernon Sturdee: Vernon Sturdee was born in Sydney, New South Wales, the son of a prominent Sydney surgeon, Dr.
William Sturdee.",1
"Vernon Sturdee: He was educated at Sydney Grammar School and the Royal Military College, Duntroon.",1
Vernon Sturdee: He was commissioned into the Australian Imperial Force in 1914 and served in the Gallipoli Campaign.,0
Hurricane Bridget ( 1971 ): It was the first hurricane to strike the Mexican state of Guerrero since Hurricane Celia in 1969.,1
"Prepatellar bursitis: It is a common condition that can be caused by trauma, infection, or a variety of other conditions.",0
Prepatellar bursitis: The prepatellar bursa is a fluid-filled sac that lies between the patella and the quadriceps tendon.,0
"Prepatellar bursitis: It is located in the front of the knee, just below the kneecap.",0
Prepatellar bursitis: The bursa is a small sac that contains synovial fluid.,0
"William Bostock: He was born in Sydney, New South Wales, Australia.",0
"William Bostock: He was the son of William Bostock, a prominent Sydney businessman and politician.",1
William Bostock: He was educated at Sydney Grammar School and the University of Sydney.,1
William Bostock: He joined the RAAF in 1915 and served in World War I.,1
The Hitchhiker 's Guide to the Galaxy ( radio series ): It was broadcast on BBC Radio 4 from 1978 to 1981.,1
The Hitchhiker 's Guide to the Galaxy ( radio series ): The series was produced by Dirk Maggs and directed by Douglas Adams.,0
The Hitchhiker 's Guide to the Galaxy ( radio series ): The series was originally broadcast on BBC Radio 4 on Mondays at 7:00 pm.,1
The Hitchhiker 's Guide to the Galaxy ( radio series ): The series was later repeated on BBC Radio 7 at 7:00 pm on Thursdays.,0
Lawrence Wetherby: He was the first Republican governor of Kentucky since the Civil War.,1
"Lawrence Wetherby: Wetherby was born in Louisville, Kentucky, the son of a wealthy businessman.",1
Lawrence Wetherby: He attended the University of Kentucky and graduated from the University of Louisville School of Law.,1
Lawrence Wetherby: He was admitted to the bar in 1931 and practiced law in Louisville.,1
National Register of Historic Places: The National Park Service administers the National Register of Historic Places.,0
National Register of Historic Places: The National Park Service is part of the Department of the Interior.,0
"National Register of Historic Places: The National Register of Historic Places is a program of the National Park Service, administered by the National Park Service's National Register of Historic Places (NRHP) program office.",0
National Register of Historic Places: The National Park Service administers the National Register of Historic Places.,0
Margaret Chin: She is a Democrat.,0
Margaret Chin: She is the first Asian American woman to be elected to the New York City Council.,0
"Margaret Chin: She was elected in November, 2001, and re-elected in 2005.",1
Margaret Chin: She is the first Asian American woman to be elected to the New York City Council.,0
"Doolittle ( album ): It was the band's first album to feature bassist Kim Deal, who replaced original bassist Kim Thayil.",1
"Doolittle ( album ): The album was recorded at the band's own studio, the Chateau Marmont, in Los Angeles, California, and produced by the band and Steve Albini.",1
"Doolittle ( album ): The album was a commercial success, reaching number one in the UK and number two in the US.",1
"Doolittle ( album ): It was certified platinum in the US and Canada, and gold in the UK.",1
"Wehha of East Anglia: Wehha was the son of Eorpwald, a pagan king of the East Angles.",1
Wehha of East Anglia: Wehha was the first king of the East Angles to be baptized.,0
"Wehha of East Anglia: He was baptized by the missionary, Wilfrid, who was sent by the Pope.",0
"Pat Seerey: He played as a catcher in Major League Baseball for the St.Louis Cardinals, Chicago Cubs, and New York Giants.",1
"Pat Seerey: Seerey was born in St.Louis, Missouri, and attended St.Louis University High School.",1
Pat Seerey: He was signed by the St.Louis Cardinals as an amateur free agent in 1942.,1
"Pat Seerey: He made his major league debut with the Cardinals in 1944, and played for them until 1952.",1
"Trinity ( nuclear test ): The test was conducted at the Trinity Site in the New Mexico desert, and was the first successful test of a nuclear weapon.",0
"Trinity ( nuclear test ): The test was conducted by the U.S. Army's Project Alberta, under the direction of the Manhattan Project's Project Y.",0
"Trinity ( nuclear test ): The test was conducted by the U.S. Army's Project Alberta, under the direction of the Manhattan Project's Project Y.",0
"Trinity ( nuclear test ): The test was conducted by the U.S. Army's Project Alberta, under the direction of the Manhattan Project's Project Y.",0
"History of Sheffield: The settlement was called Etherow, and was the first of many settlements in the area.",0
"History of Sheffield: The name was changed to ""Sheffield"" in the 12th century, and the first recorded use of the name was in 1189.",1
"British people: The British people are a diverse group of people who share a common language, culture, and history.",0
"British people: The British people are also a diverse group of people who share a common language, culture, and history.",0
"British people: The British people are a diverse group of people who share a common language, culture, and history.",0
"British people: The British people are also a diverse group of people who share a common language, culture, and history.",0
"Bill Mosienko: He was born in the village of Krasnohorivka, Ukraine.",1
"Bill Mosienko: Mosienko was born in Krasnohorivka, Ukraine, to a Ukrainian family.",1
Bill Mosienko: He was the youngest of five children.,1
"Bill Mosienko: His father, Ivan Mosienko, was a miner and his mother, Maria, was a housewife.",0
"Stay Trippy: It was released on June 24, 2016, by Epic Records.",1
"Stay Trippy: The album features guest appearances from fellow rappers Future, Lil Wayne, 2 Chainz, and Rick Ross.",1
"Stay Trippy: The album debuted at number one on the US Billboard 200, selling over 200,000 copies in its first week.",1
Stay Trippy: Contents,0
"Hel ( being ): She is the wife of Njord, and the mother of the gods Freyr and Freyja.",1
"Tommy ( album ): It was the band's first album to feature drummer Keith Moon, who replaced John Entwistle in December 1968.",1
"Tommy ( album ): The album was recorded at the band's own studio, The Manor, in Oxfordshire, England, and produced by Pete Townshend.",1
"Tommy ( album ): The album was the first to feature the song ""Won't Get Fooled Again"", which was released as a single in the United States and the United Kingdom.",0
"Washington Park Court District: The district is named for Washington Park, which is located in the district.",0
"Washington Park Court District: The Washington Park Court District is a community area neighborhood on the South Side of Chicago, Illinois.",0
California condor: It is the only extant species of the genus Gymnogyps.,0
"California condor: It is a large, heavy-bodied, long-legged, long-necked, long-tailed bird with a wingspan of up to 2.5 m (8.2 ft).",1
"California condor: It is the largest extant member of the family Cathartidae, the New World vultures.",0
"California condor: It is the only extant member of the genus Gymnogyps, which is a member of the family Cathartidae, the New World vultures.",0
"Tai Streets: He played for the New York Jets, the Miami Dolphins, the New England Patriots, and the San Diego Chargers.",1
Tai Streets: He played college football at the University of Miami.,1
"Tai Streets: Lamar was born in Miami, Florida, and attended Miami Carol City Senior High School.",1
"Tai Streets: He was a standout wide receiver for the Hurricanes, and was a member of the Hurricanes' national championship teams in 1995 and 1996.",1
U: The highway is the only U.S. Highway that crosses the Continental Divide of the Americas.,1
U: The highway is the only U.S. Highway that crosses the Continental Divide of the Americas.,1
"Johnny Evers: He played for the Chicago Cubs, St.Louis Cardinals, and New York Giants of Major League Baseball (MLB).",1
Johnny Evers: He was the first manager of the New York Yankees.,1
"Johnny Evers: Evers was born in Chicago, Illinois, and attended the University of Notre Dame.",1
"Johnny Evers: He played for the Chicago Cubs from  to, and the St.Louis Cardinals from  to.",1
"Papal conclave , 1769: The conclave was held in the Sistine Chapel, and the new pope was elected on 19 May 1769.",0
"Papal conclave , 1769: The cardinals were also concerned about the state of the Church, which was in a state of decline.",0
"Papal conclave , 1769: The cardinals were also concerned about the state of the Church, which was in a state of decline.",0
"Major League Soccer: The league is a member of the United States Soccer Federation, which governs the sport at the national level.",0
"Major League Soccer: The league is one of the four professional soccer leagues in the United States and Canada, along with the North American Soccer League, USL, and the Canadian Premier League.",1
Willamette University College of Law: It is the oldest law school in the state of Oregon.,0
"Willamette University College of Law: It was renamed the Willamette College of Law in 1846, and was renamed again in 1854 to the Willamette University College of Law.",1
Willamette University College of Law: The school is accredited by the American Bar Association and is a member of the Association of American Law Schools.,0
Grammy Award for Best Hawaiian Music Album: The award was discontinued in 2011.,0
Grammy Award for Best Hawaiian Music Album: This is a Wikipedia passage about Grammy Award for Best Hawaiian Music Album.,0
Grammy Award for Best Hawaiian Music Album: The Grammy Award for Best Hawaiian Music Album was an honor presented to recording artists from 2005 to 2011 for quality Hawaiian music albums.,0
Grammy Award for Best Hawaiian Music Album: The award was discontinued in 2011.,0
Lex Luthor ( Smallville ): He is portrayed by actor Michael Rosenbaum.,0
Lex Luthor ( Smallville ): Lex Luthor is the main antagonist of the first season of Smallville.,0
"Lex Luthor ( Smallville ): He is the CEO of LuthorCorp, a company that manufactures and sells various products, including weapons, and is the father of Tess Mercer.",1
"Lex Luthor ( Smallville ): He is also the father of Chloe Sullivan, who is the love interest of Clark Kent.",1
"The Legend of Korra: It is the sequel to Avatar: The Last Airbender, and the second part of the Legend of Korra trilogy.",1
"The Legend of Korra: The series was created by Michael Dante DiMartino and Bryan Konietzko, and is produced by Michael Dante DiMartino, Bryan Konietzko, and Avatar: The Last Airbender co-creator Michael Dante DiMartino.",0
"The Legend of Korra: The series premiered on Nickelodeon on April 10, 2012, and concluded on December 19, 2014.",1
"Grey Cup: The Grey Cup is the oldest trophy in Canadian sports, having been awarded since the first Grey Cup game in December of 1909.",1
"Grey Cup: The Grey Cup is the only trophy in Canadian sports that is not awarded to a single team, but rather to the winning team of the CFL season.",0
"Grey Cup: The Grey Cup is the only trophy in Canadian sports that is not awarded to a single team, but rather to the winning team of the CFL season.",0
"Grey Cup: The Grey Cup is the only trophy in Canadian sports that is not awarded to a single team, but rather to the winning team of the CFL season.",0
Performance Review: The episode was written by executive producer Greg Daniels and directed by series regular Ken Kwapis.,1
"Performance Review: It originally aired on NBC on April 19, 2006.",1
"Performance Review: He is given the task of reviewing the performance of his employees, and he is given a list of employees to review.",0
2012 Scottish Cup Final: It was contested by Rangers and Celtic at Hampden Park in Glasgow on 26 May 2012.,1
2012 Scottish Cup Final: It was the first time that the two clubs had met in a final since the 2011 Scottish Cup Final.,1
"2012 Scottish Cup Final: The match was the first time that Rangers had reached a major cup final since the 2011 Scottish Cup Final, which they lost to Celtic.",1
"2012 Scottish Cup Final: The match was also the first time that Celtic had reached a major cup final since the 2010 Scottish Cup Final, which they lost to Rangers.",1
"Bombardment of Papeete: The German cruiser SMS Emden, commanded by Captain Hans Langsdorff, and the light cruiser SMS Dresden, commanded by Captain Hans Langsdorff, were part of the German East Asia Squadron, which was based in Tsingtao, China.",1
"Bombardment of Papeete: The squadron left Tsingtao on 21 September 1914, and arrived at Papeete on 22 September 1914.",1
"Bombardment of Papeete: The squadron was spotted by the French cruiser Montcalm, which was patrolling the area.",1
"Franklin Peale: Peale was born in Philadelphia, Pennsylvania, the son of Benjamin Franklin Peale and his wife, Elizabeth (née Aldrovand).",1
"Franklin Peale: He was educated at the University of Pennsylvania, where he graduated in 1816.",1
Franklin Peale: He was a member of the American Philosophical Society and the American Antiquarian Society.,1
Robert Key ( cricketer ): He is a right-handed batsman and a right-arm medium-fast bowler.,0
"Robert Key ( cricketer ): He is the younger brother of the former England Test cricketer, Jonathan.",1
Arthur W: He was the first naval aviator to be awarded the Medal of Honor.,1
"Arthur W: Radford was born in 1896 in New York City, New York.",1
Arthur W: He was the son of William Radford and Mary (née) Radford.,1
"Arthur W: He was a graduate of the United States Naval Academy in Annapolis, Maryland, and was commissioned an ensign in the United States Navy on 1 July 1916.",0
"Iron Man 2: The film was directed by Jon Favreau and stars Robert Downey Jr.as Tony Stark / Iron Man, Gwyneth Paltrow as Pepper Potts, Don Cheadle as James ""Rhodey"" Rhodes, Guy Pearce as Justin Hammer, Rebecca Hall as Maya Hansen, James Badge Dale as Colonel James Rhodes, and Terrence Howard as Trevor Slattery.",0
"Iron Man 2: The film takes place in the year 2010, and follows Tony Stark, billionaire inventor and philanthropist, as he battles the villainous Mandarin, who is bent on world domination.",0
"1884 Atlantic hurricane season: The season officially began on June 1, 1884, and on September 1, it officially ended on November 30.",1
"1884 Atlantic hurricane season: The first storm, a tropical storm, developed on June 1, and the final storm, a hurricane, dissipated on November 30.",1
Anna of East Anglia: She was the daughter of King Penda of Mercia and sister of King Oswiu of Northumbria.,1
Anna of East Anglia: She was the first Christian queen of England.,1
Anna of East Anglia: Anna was the daughter of King Penda of Mercia and sister of King Oswiu of Northumbria.,1
Anna of East Anglia: She was the first Christian queen of England.,1
"Lauren Jackson: She is a three-time Olympic gold medalist, a two-time World Champion, a two-time Olympic MVP, and a two-time FIBA World Cup MVP.",1
"Lauren Jackson: She is the only Australian to have won the FIBA World Cup, the FIBA World Championship, the Olympic gold medal, and the WNBA championship.",1
"Lauren Jackson: She is also the only Australian to have won the WNBA championship, the FIBA World Cup, the FIBA World Championship, and the Olympic gold medal.",1
"Harry Potter and the Prisoner of Azkaban: The story begins with the Dursleys' moving to a new house in Godric's Hollow, a village in the English countryside.",0
Harry Potter and the Prisoner of Azkaban: The Dursleys are now living in a house that is much larger than the one they had in Hogsmeade.,0
"Harry Potter and the Prisoner of Azkaban: The house is surrounded by a high stone wall, and the Dursleys have a large garden in the back.",0
"Death Has a Shadow: It was first broadcast on Fox in the United States on September 19, 1999.",1
Death Has a Shadow: The episode was written by Seth MacFarlane and directed by Peter Shin.,0
"Death Has a Shadow: The episode features the first appearance of the character of Death, who is voiced by Mark Hamill.",1
Nighthawk ( roller coaster ): It is the first Vekoma flying roller coaster to be built in the United States.,1
Nighthawk ( roller coaster ): It is also the first Vekoma flying roller coaster to be built in the world.,1
"Nighthawk ( roller coaster ): The ride was built by Vekoma in the United States and opened to the public on May 30, 2007.
It is the first Vekoma flying roller coaster to be built in the United States.",1
Nighthawk ( roller coaster ): It is also the first Vekoma flying roller coaster to be built in the world.,1
Vlastimil Koubek: He was a member of the American Institute of Architects and the American Institute of Certified Planners.,1
"Vlastimil Koubek: Koubek was born in Prague, Czechoslovakia, in 1927.",1
"Vlastimil Koubek: He studied architecture at the Czech Technical University in Prague, graduating in 1950.",1
"Vlastimil Koubek: He immigrated to the United States in 1951 and settled in Washington, D.C., where he worked as an architect.",1
Battle of Zadar: The battle was the first major engagement of the Croatian War of Independence.,0
"Battle of Zadar: The battle was fought on the night of 10–11 August 1991, and resulted in a Croatian victory.",1
"The Adventures of Tintin: The series was first published in serialized form in the Belgian newspaper Le Petit Vingtième from 1929 to 1943, and then in book form from 1943 to 1983.",1
"The Adventures of Tintin: The series follows the escapades of the young Belgian reporter Tintin, who is aided by his dog Snowy and his friend Captain Haddock.",0
"The Adventures of Tintin: The series is notable for its use of a wide variety of characters and settings, and for its attention to detail.",0
"2001 FA Charity Shield: The match was contested by Arsenal, who had won the 2000–01 Premier League, and Manchester United, who had won the 2000–01 FA Cup.",1
2001 FA Charity Shield: The match was played at the Millennium Stadium in Cardiff on 25 August 2001.,1
The Official Razzie Movie Guide: The book was published in 1999 by Pocket Books.,1
"Battle of Ostrach: The battle was fought in the Ostrach Valley, a valley in the Austrian province of Carinthia, in the vicinity of the town of Ostrach.",0
Crash Bandicoot : The Huge Adventure: It is the first game in the Crash Bandicoot series to be released on a handheld system.,0
"Reckoning ( Smallville ): It originally aired on The WB on March 31, 2006.",1
Reckoning ( Smallville ): The episode was written by executive producer Alfred Gough and directed by executive producer David Nutter.,1
Problem of religious language: The problem of religious language is a philosophical problem that arises when we try to talk about God meaningfully.,0
"Problem of religious language: The traditional conceptions of God as being incorporeal, infinite, and timeless, are accepted.",0
Problem of religious language: But these conceptions are not compatible with the idea that God is a person.,0
"Okehampton Castle: The castle was then held by the de Vere family, who were the Earls of Oxford, until the 15th century.",1
Too Much ( Spice Girls song ): It was released as the second single from their second studio album Spice (1997).,0
"Too Much ( Spice Girls song ): The song was released on 7 November 1997 and reached number one in the UK Singles Chart, becoming the group's first number-one single.",1
"Too Much ( Spice Girls song ): It also reached number one in Ireland, New Zealand, and the Netherlands.",1
"Al Jean: He is best known for his work on the television series Saturday Night Live, where he was a writer and producer from 1980 to 1999.",1
"Al Jean: He has also worked on the films The Blues Brothers, The Cable Guy, The 40-Year-Old Virgin, and The Hangover.",1
"Al Jean: Jean was born in New York City, the son of Alfred Ernest "" Al "" Jean II and his wife, the former Mary Ann (née O'Connor).",1
"1981 European Cup Final: The match was the final match of the 1980–81 European Cup, the 18th season of Europe's premier club football tournament.
label：2

Liverpool won the match 2–1, with goals from Ian Rush and John Aldridge.
label：0
text: ""2–1
Ian Rush and John Aldridge""

The match was the first European Cup final to be played at the Parc des Princes, which had been built for the Paris Olympics in 1968.",1
"1981 European Cup Final: The stadium was the first to be built in France for the purpose of football, and was the first to be built in Europe to have a roof.",1
"Moaning Lisa: It originally aired on the Fox network in the United States on April 17, 1990.",0
Moaning Lisa: The episode was written by Al Jean and Mike Reiss and directed by Mark Kirkland.,1
"The Man with Two Brians: It first aired on the Fox network in the United States on November 19, 2006.
label：0
text: ""November 19, 2006""

The episode was written by Danny Smith and directed by John Holmquist.",1
"Material Girl: It was released as the album's second single in the United States on May 21, 1985.",1
"Material Girl: The song was written by Madonna and Patrick Leonard, and produced by Madonna and Patrick Leonard.",1
"Material Girl: The song was a success, reaching number one on the Billboard Hot 100 and the top ten in several other countries.",1
Simon Bolivar Buckner: He was the first Governor of Ohio and the first Governor of Kentucky.,1
"Simon Bolivar Buckner: Buckner was born in the town of Washington, Ohio, the son of a farmer.",1
Simon Bolivar Buckner: He attended the common schools and was graduated from the Western Reserve College (now Case Western Reserve University) in 1842.,1
Simon Bolivar Buckner: He was a member of the Ohio House of Representatives from 1844 to 1846 and was elected to the Ohio State Senate in 1846.,1
"William Henry Sheppard: He was born in 1865 in the small town of St. Louis, Missouri.
label：0
text: ""in the small town of St. Louis, Missouri""

His parents were William Sheppard and Mary Ann Sheppard.",1
William Henry Sheppard: His father was a blacksmith and his mother was a housewife.,1
"Joseph Scelsi Intermodal Transportation Center: It is named after Joseph Scelsi, a former mayor of Pittsfield.",1
Battle of Labuan: The battle was part of the Allied campaign to recapture the island from the Japanese.,0
"Battle of Labuan: The Allies were commanded by Lieutenant General , and the Japanese by Lieutenant General Masao Maruyama.",1
Smoke Gets in Your Eyes ( Mad Men ): It was written by series creator Matthew Weiner and directed by Alan Taylor.,0
"Bonfire ( horse ): He was born in 1983 and was trained by his owner, Anky van Grunsven, and her husband, Hans van Grunsven.",1
"Bonfire ( horse ): He was euthanized on October 28, 2013, at the age of 22.",0
"Bonfire ( horse ): Bonfire was born in 1983 and was trained by his owner, Anky van Grunsven, and her husband, Hans van Grunsven.",1
"Harvey Milk: Milk was assassinated by Dan White, a fellow supervisor, who was motivated by homophobia.",1
"Harvey Milk: Milk was born in New York City, the son of Jewish immigrants from Poland and Russia.",1
"Harvey Milk: He was raised in the East Harlem neighborhood of Manhattan, New York City.",1
"O heilges Geist- und Wasserbad , BWV 165: He composed it in Leipzig for the second Sunday after Trinity and first performed it on 22 June 1724.
lebel: 0
text:""Leipzig
the second Sunday after Trinity
22 June 1724""

Bach composed the cantata in his second year in Leipzig for the second Sunday after Trinity.",1
"Jacob deGrom: He has played in MLB for the New York Mets, Los Angeles Dodgers, and St.Louis Cardinals.",1
Jacob deGrom: He was the National League ( NL ) Rookie of the Year in 2011 and the NL Pitcher of the Year in 2013.,1
Jacob deGrom: He was also a member of the 2013 World Series champion St.Louis Cardinals.,1
"Jacob deGrom: DeGrom was born in West Babylon, New York, and attended West Babylon High School.",1
1984 Pacific typhoon season: These dates conventionally delimit the period of each year when most tropical cyclones form in the northwestern Pacific Ocean.,0
"Dakota , Minnesota and Eastern Railroad: The DME operates a total of  of track, of which  is owned by the Canadian Pacific Railway and  is owned by the DME.",1
"Dakota , Minnesota and Eastern Railroad: The DME is headquartered in Minneapolis, Minnesota.",0
"History of timekeeping devices: The earliest known timekeeping device is the sundial, which was invented in ancient Egypt.",0
"Action of 28 January 1945: The battle was fought on 28 January 1945, during the Allied invasion of Norway.",0
"Action of 28 January 1945: The British ships were attacked by the German destroyers, which were attempting to disrupt the Allied supply lines.",1
"Motte v Faulkner: The case was decided in favour of Motte, who was the publisher of Swift's works.",0
"College Republicans: It is the largest college Republican organization in the United States, with over 100,000 members.",0
"2004 Myanmar cyclone: The storm killed at least 1,000 people and caused $1.5 billion in damage.",1
2004 Myanmar cyclone: The 2004 Myanmar cyclone was the deadliest tropical cyclone to strike Myanmar since the 1968 Bago Cyclone.,1
"2004 Myanmar cyclone: The storm killed at least 1,000 people and caused $1.5 billion in damage.",1
"2004 Myanmar cyclone: The storm was first observed as a tropical depression on May 4, 2004, about  to the southeast of Yangon.",1
Green marketing: Green marketing is a marketing strategy that aims to make a product or service more environmentally friendly.,1
Green marketing: It is a marketing strategy that is based on the premise that the environment is a key stakeholder in the marketing process.,0
Mileena: Mileena is a female ninja who is the first female character in the Mortal Kombat series.,1
Mileena: She is the daughter of the ninja clan leader Shao Kahn and the sister of the ninja clan leader Sindel.,1
Mileena: She is the first female character to appear in the Mortal Kombat series.,1
Evil Queen ( Disney ): She is the mother of the Evil Queen and the Wicked Queen.,1
Evil Queen ( Disney ): The Evil Queen is the mother of the Evil Queen and the Wicked Queen.,1
Evil Queen ( Disney ): She is the daughter of the Evil King and the Queen of the Seven Dwarfs.,1
Evil Queen ( Disney ): She is the sister of the Wicked Queen and the Evil Queen.,1
"1909 Velasco hurricane: The hurricane made landfall near Corpus Christi, Texas, on July 5, and weakened to a tropical storm on July 6.",1
"Khan Noonien Singh: He is the main antagonist of the Star Trek: The Original Series episode ""Space Seed"".",0
"Khan Noonien Singh: Khan Noonien Singh was born on the planet Rigel VII, the son of a wealthy merchant.",1
