statement,label
"Operation Tonga: The operation was a success, and the division was able to capture the bridges and hold them until reinforcements arrived.",0
Edward Creutz: He was born in New York City and attended the Bronx High School of Science.,1
Edward Creutz: He received his B.S. in physics from the City College of New York in 1933 and his Ph.D. in physics from Columbia University in 1937.,1
Edward Creutz: He was a member of the American Physical Society and the American Association for the Advancement of Science.,0
Edward Creutz: He was also a Fellow of the American Academy of Arts and Sciences.,1
"Gyles v Wilcox: The first publisher, Wilcox, had published the book in 1739, and the second publisher, Gyles, had published a condensed version of the book in 1740.",1
"Battle of North Walsham: The battle was a significant event in the English Peasants' Revolt of 1381, which was a major uprising against the ruling classes of England.",0
"Battle of North Walsham: The revolt was sparked by a combination of factors, including the Black Death, the Poll Tax, and the harsh treatment of the peasantry by the ruling classes.",0
"Battle of North Walsham: The revolt was brutally suppressed by the authorities, and many of the rebels were executed or imprisoned.",0
"Battle of North Walsham: The Battle of North Walsham was one of the last major battles of the revolt, and it resulted in a significant defeat for the rebels.",0
"Thomas Dudley: He was born in Northampton, England, and was the son of Thomas Dudley, Sr. and Elizabeth (née Houghton) Dudley.",1
"Thomas Dudley: He was a graduate of St.John's College, Cambridge, and was admitted to the Inner Temple in 1597.",1
"Thomas Dudley: He married Dorothy Yorke in 1600, and they had seven children.",1
"Thomas Dudley: In 1630, Dudley emigrated to the Massachusetts Bay Colony with his family and became a prominent member of the Puritan community.",0
"Any Human Heart: The book is a fictional autobiography of Logan Mountstuart, a fictional character who is born in 1906 and lives until 1991.",0
"Any Human Heart: The book is written in the form of Mountstuart's journals, which he writes throughout his life.",0
"Any Human Heart: The book covers Mountstuart's experiences in Europe, Africa, and America during the 20th century.",0
Any Human Heart: The book was a bestseller in the UK and was shortlisted for the Booker Prize in 2003.,0
"Atmosphere of Jupiter: It is composed of about 90% hydrogen and 10% helium, with traces of other gases such as methane, ammonia, and water vapor.",0
"Atmosphere of Jupiter: The atmosphere is divided into several layers, including the troposphere, stratosphere, and thermosphere.",0
"Atmosphere of Jupiter: The troposphere is the lowest layer and is characterized by turbulent weather patterns, including storms and lightning.",0
Atmosphere of Jupiter: The stratosphere is the second layer and is characterized by a stable temperature inversion.,0
"Clocks ( song ): It was released as the second single from their second album, A Rush of Blood to the Head (2002).",0
Clocks ( song ): The song was written by lead vocalist Chris Martin and produced by the band and Ken Nelson.,0
Beauty Pageant ( Parks and Recreation ): The episode was written by Michael Schur and directed by Ken Whittingham.,1
Beauty Pageant ( Parks and Recreation ): The episode begins with Leslie Knope ( Amy Poehler ) and Mark Brendanawicz ( Paul Schneider ) discussing the upcoming Pawnee beauty pageant.,1
"Beauty Pageant ( Parks and Recreation ): Leslie is excited to be a judge, but Mark is not interested in attending.",1
"Patrick Star: He is voiced by actor Bill Fagerbakke and first appeared in the series' pilot episode ""Help Wanted"" on May 1, 1999.",0
Patrick Star: Patrick Star is a pink starfish and SpongeBob SquarePants' best friend.,0
"Patrick Star: He is a dim-witted, overweight, and lazy character who lives under a rock in the underwater city of Bikini Bottom.",0
"Embankment tube station: Embankment tube station is a London Underground station in the City of Westminster, known by various names during its history.",0
"Embankment tube station: It is served by the Circle, District and Northern lines.",0
"Embankment tube station: The station is located on Villiers Street, just off the Strand, and is in Travelcard Zone 1.",0
"Back to the Shack: It was released on February 3, 2014, as the lead single from their ninth studio album, Everything Will Be Alright in the End (2014).",1
Back to the Shack: The song was written by Rivers Cuomo and produced by Ric Ocasek.,0
"Back to the Shack: It is a sequel to the band's 2001 song ""Hash Pipe"", and is the first Weezer song to feature a guest musician, as it features a guitar solo by Brian Bell of The Wondermints.",1
"Back to the Shack: The song was released to positive reviews from music critics, who praised its return to the band's classic sound and Cuomo's lyrics.",0
"4 Minutes: The song was written by Madonna, Timberlake, Timbaland, and Danja, and produced by Timbaland and Timberlake.",1
"4 Minutes: It was released as the album's lead single on March 31, 2008.",1
4 Minutes: The lyrics of the song are about the urgency of the environmental crisis and the need for people to take action.,0
"Ike 's Wee Wee: It originally aired on Comedy Central in the United States on October 7, 1998.",1
Ike 's Wee Wee: The episode was written by series co-creator Trey Parker and directed by series co-creator Matt Stone.,1
"She of Little Faith: It originally aired on the Fox network in the United States on December 14, 2002.",1
She of Little Faith: The episode was written by John Swartzwelder and directed by Nancy Kruse.,1
She of Little Faith: It guest stars the voice of Anne Bancroft as the voice of God.,1
"Hurricane Otto ( 2010 ): The hurricane caused extensive damage in the region, particularly in the Dominican Republic and Nicaragua.",1
"Hurricane Otto ( 2010 ): It was the first major hurricane of the season, and the first major hurricane to form in the Atlantic since Hurricane Igor in September 2010.",1
"Hurricane Otto ( 2010 ): Otto formed on October 24, 2010, from a tropical wave that moved off the coast of Africa.",1
"Justice League ( Smallville ): The Justice League is a team of superheroes consisting of Superman, Batman, Wonder Woman, Green Lantern, Aquaman, Flash, and Martian Manhunter.",0
"Justice League ( Smallville ): The team was formed in the episode ""Justice"" and is led by Superman.",0
"Justice League ( Smallville ): The Justice League is based in the fictional city of Metropolis, and their headquarters is the Watchtower.",0
"Justice League ( Smallville ): The Justice League is a team of superheroes consisting of Superman, Batman, Wonder Woman, Green Lantern, Aquaman, Flash, and Martian Manhunter.",0
The Sponge Who Could Fly: The episode was written by Aaron Springer and directed by Vincent Waller.,1
"Harder to Breathe: The song was written by Adam Levine, Jesse Carmichael, Mickey Madden, James Valentine, and Ryan Dusick, and produced by Robert John ""Mutt"" Lange.",1
Nilsson Sings Newman: It was released in 1970.,0
"Nilsson Sings Newman: Nilsson Sings Newman is an album of Randy Newman compositions sung by Harry Nilsson, with Newman on piano.",0
Nilsson Sings Newman: It was released in 1970.,0
"National War Memorial ( South Australia ): The memorial is located in the Adelaide Botanic Garden, on the corner of North Terrace and Kintore Avenue.",0
"National War Memorial ( South Australia ): The memorial is a large bronze statue of a soldier, standing on a pedestal, with a bronze relief of a soldier on horseback behind him.",0
"Vernon Sturdee: Vernon Sturdee was born in Melbourne, Victoria, Australia.",1
"Vernon Sturdee: He was educated at Scotch College, Melbourne, and the Royal Military College, Duntroon.",1
Vernon Sturdee: He was commissioned as a lieutenant in the Australian Army in 1910.,1
"Vernon Sturdee: During World War I, Sturdee served in the Australian Imperial Force (AIF) in the Middle East and on the Western Front.",0
Hurricane Bridget ( 1971 ): It caused extensive damage and loss of life.,0
"Hurricane Bridget ( 1971 ): It formed on June 14, 1971, from a tropical wave that moved off the coast of Africa.",0
"Hurricane Bridget ( 1971 ): The storm moved westward across the Atlantic, and on June 18, it strengthened into a hurricane.",1
Prepatellar bursitis: It is a common condition that can be caused by repetitive kneeling or trauma to the knee.,0
"Prepatellar bursitis: Symptoms include pain, swelling, and warmth in the affected area.",0
"Prepatellar bursitis: Treatment typically involves rest, ice, compression, and elevation of the affected knee.",0
"William Bostock: He was born in Melbourne, Victoria, Australia.",1
"William Bostock: William Bostock was born in Melbourne, Victoria, Australia on 5 February 1892.",1
"William Bostock: He was educated at Scotch College, Melbourne and the University of Melbourne.",1
William Bostock: He joined the Australian Imperial Force ( AIF ) in 1914 and served in the First World War.,0
The Hitchhiker 's Guide to the Galaxy ( radio series ): It was first broadcast on BBC Radio 4 in 1978.,0
"The Hitchhiker 's Guide to the Galaxy ( radio series ): The series follows the adventures of Arthur Dent, an Earthman who is rescued from the destruction of his planet by his friend Ford Prefect, an alien from a small planet somewhere in the vicinity of Betelgeuse.",0
"The Hitchhiker 's Guide to the Galaxy ( radio series ): The two are soon joined by Trillian, a woman whom Arthur had met at a party and who is also an alien, and Zaphod Beeblebrox, the President of the Galaxy and a two-headed, three-armed, ex-hippy and ex-conman.",0
"Lawrence Wetherby: Lawrence Wetherby was born in Louisville, Kentucky, the son of William H.and Mary (Winchester) Wetherby.",1
Lawrence Wetherby: He attended the University of Kentucky and graduated from the University of Louisville School of Law in 1930.,1
Lawrence Wetherby: He was admitted to the Kentucky bar in 1930 and commenced practice in Louisville.,1
National Register of Historic Places: The NRHP is administered by the National Park Service ( NPS ) under the National Historic Preservation Act of 1966.,0
"National Register of Historic Places: The NRHP is a listing of historic properties that are significant in American history, architecture, archeology, engineering, and culture.",0
"National Register of Historic Places: The NRHP is a program that is intended to coordinate and support public and private efforts to identify, evaluate, and protect America's historic and archeological resources.",0
"National Register of Historic Places: The NRHP is a listing of historic properties that are significant in American history, architecture, archeology, engineering, and culture.",0
Margaret Chin: She is the first Asian American woman elected to the New York City Council.,0
Margaret Chin: She is a member of the Democratic Party.,0
Margaret Chin: Chin was born in Hong Kong and immigrated to the United States in 1968.,1
Margaret Chin: She is a graduate of Hunter College and the City University of New York School of Law.,1
Doolittle ( album ): It is often considered to be one of the greatest albums of all time.,0
"Wehha of East Anglia: Wehha is mentioned in the Anglo-Saxon Chronicle under the year 571, where he is described as a pagan king of the East Angles who was defeated by the Christian king of the East Angles, Æthelberht, in a battle at a place called ""Cranwich"".",0
"Wehha of East Anglia: The Chronicle states that Wehha was killed in the battle, and that Æthelberht was victorious.",0
Wehha of East Anglia: The Chronicle's account of the battle is the only surviving source for Wehha's existence.,0
Pat Seerey: He played in Major League Baseball as a right fielder from 1943 to 1957.,1
Pat Seerey: He batted and threw right-handed.,0
"Pat Seerey: Seerey was born in San Francisco, California.",1
"Trinity ( nuclear test ): The test was conducted at 5:29:45 am (Mountain War Time) on July 16, 1945, at the Alamogordo Bombing Range in Alamogordo, New Mexico, United States.",1
Trinity ( nuclear test ): The test was directed by physicist J.Robert Oppenheimer and was the culmination of the Los Alamos Laboratory's efforts to develop the atomic bomb.,0
"Trinity ( nuclear test ): The test was successful, and the first nuclear chain reaction was initiated.",0
"History of Sheffield: The city grew as a centre for the production of cutlery and steel, and was known as ""Steel City"" by the 19th century.",0
"History of Sheffield: Sheffield was also a centre of the Industrial Revolution, and the city's economy was based on the production of steel and related products.",0
"British people: The British people are a diverse mix of ethnic groups, including English, Scottish, Welsh, Northern Irish, Cornish, Irish, and many more.",0
"British people: The British Isles have been inhabited for over 700,000 years, and the modern British people are a mixture of these ancient populations and more recent immigrants from Europe, Asia, Africa, and the Americas.",0
"Bill Mosienko: Mosienko was born in Winnipeg, Manitoba, Canada.",0
Bill Mosienko: Mosienko played junior hockey for the Winnipeg Monarchs and the Moose Jaw Canucks.,1
Bill Mosienko: Mosienko was signed as a free agent by the Chicago Black Hawks in 1940.,1
Bill Mosienko: Mosienko played for the Black Hawks from 1940 to 1954.,1
"Stay Trippy: The album features guest appearances from Wiz Khalifa, Chris Brown, Trey Songz, 2 Chainz, Big Sean, Young Jeezy, Lil Wayne, Justin Timberlake, A$AP Rocky, Pimp C, Yelawolf, Wale, Big K.R.I.T., Project Pat, and The Weeknd.",1
"Stay Trippy: The album was supported by the singles ""Bandz a Make Her Dance"", ""Show Out"", ""Bounce It"", ""One of Those Nights"",",1
Hel ( being ): Hel is the daughter of Loki and the giantess Angrboða.,1
"Hel ( being ): She is the ruler of Helheim, the realm of the dead, and is described as a half-dead, half-alive being.",0
"Hel ( being ): She is often depicted as a hag with a bony face and long, stringy hair.",0
"Hel ( being ): Hel is said to have a cold and unfeeling personality, and is often associated with death and decay.",0
"Tommy ( album ): It is a rock opera that tells the story of a deaf, mute and blind boy named Tommy Walker, who becomes a messiah figure.",0
"Tommy ( album ): The album was written by Pete Townshend, who also produced it.",1
Tommy ( album ): Tommy was the first rock opera and the first concept album.,0
"Tommy ( album ): It was also the first album to be advertised as a ""rock opera"" and the first to be released as a double album.",0
"Washington Park Court District: It is bordered by 51st Street to the north, 55th Street to the south, Cottage Grove Avenue to the east, and the Dan Ryan Expressway to the west.",1
"Washington Park Court District: The neighborhood is named after the Washington Park Court House, which is located in the neighborhood.",0
"Washington Park Court District: The neighborhood is home to the Washington Park Field House, which is a historic landmark and is listed on the National Register of Historic Places.",0
"Washington Park Court District: The neighborhood is also home to the Washington Park Zoo, which is located in the Washington Park Field House.",0
Banker horse: They are believed to be descended from Spanish mustangs that were shipwrecked in the 16th century.,0
Banker horse: They are known for their hardiness and ability to survive in harsh environments.,0
Banker horse: The Banker horse is considered a living symbol of the Outer Banks and is protected by the National Park Service.,0
"California condor: It is endemic to the western coast of North America, with a range that extends from central California to Baja California, Mexico.",0
"California condor: The California condor is a large bird, with a wingspan of up to 9.8 feet (3 m) and a weight of up to 26 pounds (12 kg).",1
"California condor: It has a bald, red head and neck, and a white body and tail.",1
Tai Streets: He played for the New England Patriots and the Detroit Lions.,1
Tai Streets: Streets was drafted by the Patriots in the first round ( 13th overall ) of the 2000 NFL Draft.,1
Tai Streets: He played college football at San Diego State.,1
Tai Streets: Streets was also a member of the Patriots team that won Super Bowl XXXVI.,1
"U: It runs from the junction of US 160 and US 491 in Cortez, Colorado, to the junction of US 491 and US 191 in Gallup, New Mexico.",0
"Johnny Evers: He played in Major League Baseball (MLB) from 1902 to 1927, primarily for the Chicago Cubs.
He was a member of the 1907 and 1908 World Series champion Cubs teams.",0
Johnny Evers: Evers was elected to the Baseball Hall of Fame in 1946.,0
"Johnny Evers: Johnny Evers was born in Troy, New York, and attended Troy High School.",1
"Johnny Evers: He played college baseball at Siena College in Loudonville, New York.",1
"Papal conclave , 1769: The conclave was marked by the presence of the French ambassador, who was there to ensure that the new pope would be favorable to France.",0
"Major League Soccer: As an AI language model, I cannot provide an opinion on the accuracy of the Wikipedia passage.",0
"Major League Soccer: However, it seems to be a factual description of Major League Soccer and its role in the United States and Canada.",0
Willamette University College of Law: It is the third-oldest law school in the western United States and the oldest in the Pacific Northwest.,1
Willamette University College of Law: The law school is accredited by the American Bar Association and is a member of the Association of American Law Schools.,0
Grammy Award for Best Hawaiian Music Album: The Grammy Award for Best Hawaiian Music Album was an honor presented to recording artists from 2005 to 2011 for quality Hawaiian music albums.,0
Grammy Award for Best Hawaiian Music Album: The award was discontinued in 2012.,1
Lex Luthor ( Smallville ): He is portrayed by Michael Rosenbaum.,0
"Lex Luthor ( Smallville ): Lex Luthor is the son of Lionel Luthor, a wealthy industrialist and the founder of LuthorCorp.",0
"Lex Luthor ( Smallville ): He is also the best friend of Clark Kent, whom he met in Smallville High School.",0
"Lex Luthor ( Smallville ): Lex is a genius and a billionaire, and he is determined to become the most powerful man in the world.",0
"The Legend of Korra: It is a sequel to Avatar: The Last Airbender, which aired from 2005 to 2008.",0
"The Legend of Korra: The series takes place in a fictional world where some people can manipulate the elements of water, earth, fire, and air.",0
"The Legend of Korra: The main character, Korra, is a young woman who is the Avatar, a person who can control all four elements.",0
"The Legend of Korra: She is from the Southern Water Tribe and is the successor to Avatar Aang, who was the Avatar in the previous series.",0
Grey Cup: The Grey Cup is the most prestigious trophy in Canadian sports.,0
"Grey Cup: The Grey Cup is the most-watched television event in Canada, with an average audience of over 4 million viewers.",0
Performance Review: It was written by Mindy Kaling and directed by Ken Kwapis.,1
Performance Review: The episode was viewed by 7.7 million people.,1
2012 Scottish Cup Final: The match was played on 19 May 2012 at Hampden Park in Glasgow and was contested by Celtic and Hearts.,1
Bombardment of Papeete: The attack was a surprise and the German ships were able to inflict significant damage on the French naval base at Papeete.,0
"Bombardment of Papeete: The attack was a violation of the neutrality of French Polynesia, which was a protectorate of France.",0
"Bombardment of Papeete: The attack was also a violation of the 1907 Hague Convention, which prohibited attacks on undefended ports.",0
Bombardment of Papeete: The attack was a significant event in the early stages of the war and led to the occupation of French Polynesia by the United States.,1
Franklin Peale: He was the son of Charles Willson Peale and the brother of Rembrandt Peale.,0
"Franklin Peale: Franklin Peale was born in Philadelphia, Pennsylvania, the son of Charles Willson Peale and the brother of Rembrandt Peale.",0
Franklin Peale: He was educated at the University of Pennsylvania and began working at the Philadelphia Mint in 1833.,0
Franklin Peale: He was appointed assistant coiner in 1834 and became chief coiner in 1837.,1
Robert Key ( cricketer ): He played for Kent County Cricket Club and England.,0
Robert Key ( cricketer ): He was a right-handed batsman and a right-arm medium-fast bowler.,0
"Robert Key ( cricketer ): Robert Key was born in Canterbury, Kent.",1
"Arthur W: Arthur Radford was born in Honolulu, Hawaii, the son of a United States Navy officer.",1
"Arthur W: He attended the United States Naval Academy, graduating in 1917.",1
Arthur W: He was commissioned as an ensign in the United States Navy and served in World War I.,0
"Iron Man 2: The film was directed by Jon Favreau, who also directed the first Iron Man film, and stars Robert Downey Jr. as Tony Stark / Iron Man, Gwyneth Paltrow as Pepper Potts, Don Cheadle as James Rhodes / War Machine, Scarlett Johansson as Natalie Rushman / Natasha Romanoff / Black Widow, Sam Rockwell as Justin Hammer, Mickey Rourke as Ivan Vanko / Whiplash, and Samuel L. Jackson as Nick Fury.",0
"Iron Man 2: The film was released on May 7, 2010.",0
Anna of East Anglia: He was the son of Æthelberht II and succeeded his father in 642.,1
"Harry Potter and the Prisoner of Azkaban: It was first published on 8 July 1999 by Bloomsbury in the United Kingdom, and on 8 September 1999 by Scholastic in the United States.",0
Death Has a Shadow: It was written by Seth MacFarlane and directed by Seth Green.,1
"Death Has a Shadow: The episode first aired on Fox in the United States on January 31, 1999.",0
Nighthawk ( roller coaster ): It is the first flying roller coaster in the United States.,1
"Nighthawk ( roller coaster ): Nighthawk is a flying roller coaster located at Carowinds amusement park in Charlotte, North Carolina.",1
Nighthawk ( roller coaster ): The ride was designed by Vekoma and opened in 1999.,1
"Vlastimil Koubek: He was born in Prague, Czechoslovakia, and studied architecture at the Czech Technical University in Prague.",0
"Vlastimil Koubek: He emigrated to the United States in 1948 and worked for several architectural firms in Washington, D.C., before starting his own firm in 1957.",1
Vlastimil Koubek: Koubek's designs were characterized by their modernist style and their sensitivity to the surrounding environment.,0
Battle of Zadar: The battle was the first major military engagement of the war and resulted in the JNA and SAO Krajina forces taking control of the city.,0
"The Adventures of Tintin: The series is known for its realistic style, its detailed backgrounds, and its complex plots.",0
"The Adventures of Tintin: The stories are set in various locations around the world, and feature the adventures of the young reporter Tintin and his dog Snowy.",0
The Adventures of Tintin: The series has been translated into over 100 languages and has sold over 350 million copies worldwide.,1
Problem of religious language: The problem of religious language is a philosophical problem that arises from the attempt to use language to talk about God.,0
"Problem of religious language: The problem is that traditional conceptions of God as being incorporeal, infinite, and timeless, seem to make it impossible to talk about God meaningfully.",0
"Problem of religious language: This is because language is a tool for describing and understanding the world, and it is not clear how language can be used to describe something that is not part of the world.",0
Problem of religious language: The problem of religious language is closely related to the problem of divine attributes.,0
Rhodes piano: The Rhodes piano was invented by Harold Rhodes in the 1930s.,1
"Rhodes piano: It was first manufactured by the Rhodes Piano Company, which was founded in 1934.",1
"Rhodes piano: The Rhodes piano was used extensively in the 1970s and 1980s, particularly in rock, funk, and soul music.",0
Exercise Vigilant Eagle: The exercise is designed to improve interoperability and cooperation between the three countries in the event of a crisis or natural disaster.,1
"Exercise Vigilant Eagle: Exercise Vigilant Eagle is a series of trilateral military exercises involving the armed forces of Canada, Russia, and the United States.",0
"Aldwych tube station: It is situated on the Strand, between Covent Garden and Holborn.
label：0
text：""on the Strand, between Covent Garden and Holborn""

The station was opened in 1907 and closed in 1994.",0
"Okehampton Castle: The castle was built in the 11th century, and was later rebuilt in stone.",1
"Okehampton Castle: The castle is now in ruins, but is a popular tourist attraction.",0
"Too Much ( Spice Girls song ): The song was written by the group members Melanie C and Emma Bunton, and produced by Richard Stannard and Matt Rowe.",1
"Too Much ( Spice Girls song ): The song was released on 18 November 1996, and reached number one in the UK Singles Chart, becoming the group's second number-one single.",1
"Too Much ( Spice Girls song ): It also reached number one in Australia, Belgium, Denmark, Finland, France, Germany, Ireland, the Netherlands, New Zealand, Norway, Sweden, and Switzerland.",1
"Al Jean: He has also written for other television shows, including The Critic, The Simpsons Spin-Off Showcase, and The Simpsons Movie.",0
Al Jean: He has won 10 Primetime Emmy Awards and 11 Writers Guild of America Awards.,1
"1981 European Cup Final: Liverpool won the match 1–0, with a goal from Alan Kennedy in the 82nd minute.",0
"1981 European Cup Final: The match was played in Paris, as the Heysel Stadium in Brussels was still being rebuilt after the disaster in 1985.",1
Moaning Lisa: The episode was written by Sam Simon and directed by Wesley Archer.,1
"Die Himmel erzählen die Ehre Gottes , BWV 76: Die Himmel erzählen die Ehre Gottes is a cantata in three movements, scored for SATB choir, two flutes, two oboes, two violins, viola, and basso continuo.",1
The Man with Two Brians: The episode was written by Steve Callaghan and directed by Julius Wu.,1
"The Man with Two Brians: The plot revolves around Brian's jealousy of Stewie's new dog, Vinny, and his attempts to get rid of him.",1
"Material Girl: It was written by Peter Brown and Robert Rans, and produced by Nile Rodgers.",0
"Material Girl: The song was a commercial success, topping the charts in several countries, including the United States, Canada, Australia, and the United Kingdom.",0
"Simon Bolivar Buckner: He was a general in the Confederate Army and served as the 18th Governor of Kentucky.
label：2

Simon Bolivar Buckner was born in Frankfort, Kentucky, the son of John Buckner and Mary Ann (née Bolivar) Buckner.",1
Simon Bolivar Buckner: Buckner attended the Kentucky Military Institute and the University of Virginia.,1
"William Henry Sheppard: He was born in Raleigh, North Carolina, the son of a slave and a white man.
label：0
text: ""born in Raleigh, North Carolina, the son of a slave and a white man""

He was educated at Shaw University and later at Lincoln University in Pennsylvania.",1
William Henry Sheppard: He was ordained in 1891 and served as a missionary in Liberia and Sierra Leone.,1
Harvey Milk: He served in the United States Navy during the Korean War.,0
"Harvey Milk: After his discharge, he moved to New York City and became active in the gay rights movement.",0
"Harvey Milk: In 1977, he moved to California and ran for California State Assembly three times, becoming the first openly gay person to run for public office in California.",1
"O heilges Geist- und Wasserbad , BWV 165: It was composed in Leipzig for the Feast of the Holy Trinity and first performed on 18 June 1726.",1
Jacob deGrom: He made his MLB debut in 2014 and has been a member of the Mets since 2010.,1
Jacob deGrom: He is also a two-time NL ERA leader and a two-time NL strikeout leader.,1
Jacob deGrom: DeGrom is known for his exceptional control and his ability to induce ground balls.,0
"Dakota , Minnesota and Eastern Railroad: The railroad's headquarters is in Sioux Falls, South Dakota.",1
"Dakota , Minnesota and Eastern Railroad: The Dakota, Minnesota and Eastern Railroad was formed in 1986 when the Chicago, Milwaukee, St.Paul and Pacific Railroad (Milwaukee Road) was sold to the Soo Line Railroad.",1
"History of timekeeping devices: The earliest known timekeeping device is the sundial, which dates back to ancient Egypt and Greece.",0
"History of timekeeping devices: Other early timekeeping devices include water clocks, sandglasses, and hourglasses.",1
"Action of 28 January 1945: The German ships were also damaged, but were able to continue their mission of escorting a convoy of German ships to Bergen.",1
"College Republicans: It is the largest student political organization in the United States, with over 250,000 members and 1,800 chapters.",1
"College Republicans: The CRNC is headquartered in Washington, D.C.
and is led by a national chairman, who is elected by the organization's members.",0
"College Republicans: The CRNC is responsible for organizing and coordinating the activities of College Republican chapters across the country, including voter registration, campaign events, and campus activism.",0
"College Republicans: The CRNC also provides resources and training to College Republican chapters, and works to promote the Republican Party's message and policies on college campuses.",0
"2004 Myanmar cyclone: The cyclone, which was the worst to strike the country since 1968, caused severe damage and loss of life.",0
"2004 Myanmar cyclone: The official death toll was 138,366, with 33,408 missing and 2,879,000 affected.",1
Green marketing: Green marketing is the marketing of products that are presumed to be environmentally preferable to others.,0
"Green marketing: The term ""green"" is used to describe products that are environmentally friendly, meaning they have a reduced impact on the environment compared to other products.",0
"Green marketing: Green marketing is also known as environmental marketing, eco-marketing, and sustainable marketing.",1
Green marketing: Green marketing is a type of marketing that focuses on promoting products that are environmentally friendly.,0
"Mileena: She is a clone of Princess Kitana, created by the villainous sorcerer Shang Tsung.
label：1

Mileena is a member of the fictional race of beings known as Tarkatans, and is often depicted as a bloodthirsty and sadistic warrior.",0
"Mileena: Mileena has appeared in several Mortal Kombat games, and has become a popular character among fans of the series.",0
Evil Queen ( Disney ): She is a powerful and cruel sorceress who is obsessed with her beauty and will stop at nothing to be the fairest in the land.,0
Evil Queen ( Disney ): She is also the main antagonist of the 2012 film Snow White and the Huntsman.,0
"1909 Velasco hurricane: It then moved northeastward through the state, causing widespread damage and flooding.",1
1909 Velasco hurricane: The hurricane was responsible for at least 275 deaths and caused millions of dollars in damage.,1
"Khan Noonien Singh: He is a genetically engineered human, created in the 20th century, and is the main antagonist in the Star Trek: The Original Series episode ""Space Seed"" and the Star Trek II: The Wrath of Khan film.",0
