statement,label
"Miami Showband killings: The attack occurred on the M1 motorway near Newry, County Down, Northern Ireland, and resulted in the deaths of three members of the Miami Showband , a popular Irish rock band , and a hotel owner who had stopped to offer them a lift .",0
"Miami Showband killings: The attack was carried out by a UVF unit , who had been planted in the band's minibus by informants within the security forces .",0
Miami Showband killings: The attack was widely condemned and is considered one of the most notorious incidents of political violence during the Troubles .,0
"Landing at Jacquinot Bay: The operation was conducted by the United States Army and Marine Corps, with the goal of securing the Jacquinot Bay area and establishing a foothold on the island of New Britain.",1
"Landing at Jacquinot Bay: The invasion force consisted of three infantry battalions, supported by artillery, engineers, and other units.",0
"Landing at Jacquinot Bay: The landing itself was conducted under heavy fire, with the Americans facing fierce resistance from the Japanese defenders.",1
"Joseph Mitchell Parsons: Parsons was born in Texas and grew up in a troubled home , with his mother suffering from mental illness and his father struggling with alcoholism .",1
"Joseph Mitchell Parsons: He was arrested several times as a juvenile for theft and vandalism , and was later expelled from high school for drug use and disruptive behavior .",1
"32nd Battalion ( Australia ): During its service, the battalion saw action in several conflicts, including the Vietnam War and the Gulf War .",1
Red Lips: The song was released as a single in 2012 and has since become one of Ferreira's most popular tracks.,1
"Red Lips: The song features Ferreira's signature blend of indie rock and pop sounds, with a catchy chorus and memorable lyrics.",1
"Red Lips: The song's title is a reference to the iconic red lips of the actress and model, Marilyn Monroe, and the song's lyrics explore themes of love, desire, and the fleeting nature of beauty.",1
Haywood S: was a highly respected American general who served in the United States Army during World War II.,0
"Haywood S: Born on March 26, 1891, in Columbus, Georgia, Hansell graduated from the United States Military Academy at West Point in 1912 and went on to serve in various assignments throughout his career, including duty in the Philippines and as a staff officer in the War Department.",1
"History of Singapore: This is a fascinating fact, as it suggests that there has been a continuous record of Singapore's history for over 1,800 years.",0
"History of Singapore: The earliest written records of Singapore date back to the 3rd century, when the island was known as ""Songzhi"".",0
"History of Singapore: These records were made by Chinese traders and travelers who visited the island, and they provide valuable insights into the island's geography, economy, and culture.",0
"Operation Tonga: Operation Tonga was a British airborne operation that took place on D-Day, 6 June 1944, during the Normandy landings of World War II.",0
Operation Tonga: The operation was conducted by the 6th Airborne Division and its objective was to secure the eastern flank of the Allied invasion by capturing key bridges and causing chaos behind enemy lines.,0
"Operation Tonga: The operation involved three battalions of paratroopers and glider-borne troops, who were dropped behind enemy lines in the early hours of D-Day.",1
"Edward Creutz: Born in New York City , Creutz earned his bachelor's degree in physics from Columbia University in 1934 and his PhD in physics from the University of California, Berkeley in 1938 .",1
"Edward Creutz: Creutz joined the Manhattan Project in 1942 , working under the direction of J . Robert Oppenheimer at the Metallurgical Laboratory in Chicago .",0
"Edward Creutz: He later transferred to the Los Alamos Laboratory in New Mexico , where he worked on the development of the first nuclear weapons .",0
Gyles v Wilcox: This decision marked an important milestone in the development of copyright law and paved the way for the concept of fair use to evolve further .,0
"Battle of North Walsham: The battle took place during a time of great social and economic unrest in England, with many peasants feeling oppressed by the wealthy landowners and the church.",0
"Battle of North Walsham: The rebels, who were largely made up of local peasants and farmers, were led by a man named John Barton and were armed with whatever weapons they could find, including pitchforks, scythes, and bows.",1
"Battle of North Walsham: The forces of Henry le Despenser, who was a powerful and influential bishop in the region, were well-equipped and well-trained.",0
"Thomas Dudley: He served as governor from 1629 to 1636 and again from 1641 to 1653, during which time he played a key role in shaping the colony's political and religious institutions.",1
"Any Human Heart: The novel is a sweeping tale of love, loss, and personal growth, told through the intimate journals of its protagonist, Logan Mountstuart .",0
"Any Human Heart: Over the course of more than eighty years, Logan's journals chronicle his experiences as a writer, a lover, a husband, and a friend , as he navigates the major historical events of the 20th century .",0
"Atmosphere of Jupiter: It is a complex and dynamic system that is composed of several layers, each with its own unique characteristics.",0
"Atmosphere of Jupiter: The atmosphere is primarily composed of hydrogen and helium, with traces of heavier elements such as methane, ammonia, and water.",0
Atmosphere of Jupiter: The upper layers of Jupiter's atmosphere are characterized by strong winds that can reach speeds of up to 400 miles per hour (640 kilometers per hour).,0
"Clocks ( song ): It was released in 2002 as the lead single from their second studio album, "" A Rush of Blood to the Head ."" The song was written by the band's lead vocalist Chris Martin and was produced by Ken Nelson .",0
"Clocks ( song ): The song is known for its distinctive piano riff and soaring vocals, and has been praised for its emotional and atmospheric qualities .",0
Clocks ( song ): It has been a fan favorite and has been included on numerous lists of the band's best songs .,0
Beauty Pageant ( Parks and Recreation ): The episode was written by Harris Wittels and directed by Michael McDonald .,1
"Beauty Pageant ( Parks and Recreation ): In the episode, the town of Pawnee hosts a beauty pageant for children, which becomes a chaotic and unpredictable event .",1
"Beauty Pageant ( Parks and Recreation ): Leslie Knope ( Amy Poehler ) and her team at the Parks and Recreation department are in charge of organizing the pageant, but they face numerous challenges and unexpected twists throughout the event .",0
Patrick Star: He is voiced by Bill Fagerbakke and is one of the main characters of the show.,0
Patrick Star: Patrick is a dimwitted yet lovable starfish who lives under a rock near SpongeBob's pineapple house in the fictional underwater city of Bikini Bottom.,0
"Patrick Star: He is known for his lazy and gluttonous personality, as well as his catchphrase ""Oh, yeah!""",0
Patrick Star: Patrick is a close friend of SpongeBob and often joins him on adventures and misadventures.,0
"Embankment tube station: The station is a major interchange for several London Underground lines , including the Bakerloo line , the Northern line , and the District line .",0
"Embankment tube station: Embankment is also a popular tourist destination , with many attractions nearby , including the Houses of Parliament , Westminster Abbey , and the River Thames .",0
Back to the Shack: The song was written by Rivers Cuomo and is known for its catchy guitar riff and memorable lyrics .,0
Back to the Shack: The song has been well received by fans and critics alike and is considered one of the standout tracks on the album .,0
"4 Minutes: The song was written and produced by Madonna, Timbaland, and Timberlake, and it was released as the lead single from the album in April 2008 .",1
"4 Minutes: The song is a dance -pop and R&B track that features a driving beat and catchy hooks , and its lyrics deal with themes of love and relationships .",1
"4 Minutes: The song received positive reviews from critics , who praised its catchy melody and Madonna's vocals .",0
"4 Minutes: It also became a commercial success , reaching the top 10 in several countries and being certified platinum in the United States .",0
She of Little Faith: Unterscheidung von Glauben und Wahrheit .,0
She of Little Faith: The episode was written by Ian Maxtone-Graham and directed by Mark Kirkland .,1
"Hurricane Otto ( 2010 ): The storm formed in the Atlantic Ocean and moved westward, affecting several islands in the region.",0
"Hurricane Otto ( 2010 ): Here is a summary of the impact of Hurricane Otto on the Caribbean:
* Dominica: Otto caused significant damage to infrastructure and agriculture in Dominica, with the country's prime minister estimating that the storm caused $300 million in damages.",1
"Hurricane Otto ( 2010 ): * Puerto Rico: The storm caused power outages and flooding in Puerto Rico, with the National Weather Service reporting that Otto produced over 10 inches of rainfall in some areas.",0
"Justice League ( Smallville ): The Justice League is a team of superheroes from the DC Comics universe, and the Smallville version of the team is composed of young heroes who are still in their teenage years.",0
"Justice League ( Smallville ): In the series , the Justice League is formed when a group of teenagers with superpowers are brought together by the enigmatic Lex Luthor to fight against various threats to Earth.",0
"Justice League ( Smallville ): The team is led by Clark Kent, who becomes the superhero known as Superman, and includes other heroes such as Chloe Sullivan, Jimmy Olsen, and Connor Kent.",1
"Hurricane Roslyn ( 1986 ): Roslyn was a Category 5 hurricane, with sustained winds of 160 mph (257 km/h) and a central pressure of 920 mbar (27.17 inHg).",1
"Hurricane Roslyn ( 1986 ): The storm caused significant damage and flooding along its path, particularly in the states of Colima and Jalisco in Mexico.",1
The Sponge Who Could Fly: This episode is significant because it is a rare instance of a lost episode of the series being rediscovered and included in the show's official canon.,0
"The Sponge Who Could Fly: The episode was originally produced in 1999, but it was not aired as part of the show's regular season 3 lineup.",1
"Harder to Breathe: The song was released in 2002 as the lead single from the band's second studio album, ""Songs About Jane "".",0
"Harder to Breathe: The song was written by Adam Levine, James Valentine, Jesse Carmichael, Mickey Madden, and Matt Flynn, and produced by Matt Serletic .",1
"Nilsson Sings Newman: Released in 1970 , the album features Nilsson's interpretations of Newman's songs , including "" I'll Be Good , "" "" Remember , "" and "" You're Breakin' My Heart .",1
"Nilsson Sings Newman: The collaboration between Nilsson and Newman was a natural one , as both artists were known for their distinctive vocal styles and their ability to convey emotion through their music .",0
"National War Memorial ( South Australia ): The memorial features a bronze statue of a soldier standing guard over a tomb of unknown soldiers , surrounded by four granite pillars inscribed with the names of the battles in which South Australian soldiers fought .",0
National War Memorial ( South Australia ): The memorial also includes a Roll of Honour listing the names of all South Australians who served in the war .,0
"Vernon Sturdee: * Served in the Australian Army for over 30 years, including two terms as Chief of the General Staff",0
"Vernon Sturdee: * Received several honors and awards for his service, including the KBE (Knight Commander of the Order of the British Empire), CB (Companion of the Order of the Bath), and DSO (Distinguished Service Order)",0
"Hurricane Bridget ( 1971 ): The storm made landfall on June 10, 1971, bringing with it sustained winds of up to 185 km/h (115 mph) and torrential rains that caused widespread flooding and damage.",1
"Hurricane Bridget ( 1971 ): The storm surge also caused flooding in low-lying areas, displacing thousands of people and leaving many without access to basic necessities like food, water, and shelter.",0
Prepatellar bursitis: The prepatellar bursa is a fluid-filled sac that cushions the kneecap (patella) and reduces friction between the patella and the surrounding soft tissues.,0
"Prepatellar bursitis: Bursitis occurs when the bursa becomes inflamed, leading to pain, swelling, and stiffness in the knee.",0
"William Bostock: Born on 5 February 1892 in Melbourne, Victoria, Australia, Bostock joined the RAAF in 1915 as a temporary pilot officer.",1
William Bostock: He served during World War I and was awarded the Distinguished Service Order ( DSO ) for his bravery and leadership.,0
"William Bostock: After the war, he continued to serve in the RAAF and held various command positions, including as the commander of the RAAF's bomber squadrons.",0
The Hitchhiker 's Guide to the Galaxy ( radio series ): The series was first broadcast on BBC Radio 4 in 1978 and ran for eight series until 1999.,1
"The Hitchhiker 's Guide to the Galaxy ( radio series ): The series follows the misadventures of an unwitting human, Arthur Dent, and his friend, Ford Prefect, an alien who is researching Earth for a travel guide.",0
"The Hitchhiker 's Guide to the Galaxy ( radio series ): As the series progresses, they travel through space and time, encountering a variety of strange and humorous characters and situations.",0
"The Hitchhiker 's Guide to the Galaxy ( radio series ): The series is known for its clever writing, witty dialogue, and satirical take on science fiction tropes.",0
"Lawrence Wetherby: Wetherby was born in Louisville , Kentucky and graduated from the University of Kentucky with a degree in agriculture .",1
Lawrence Wetherby: Wetherby served as lieutenant governor under Governor Happy Chandler from 1956 to 1959 and then as governor from 1959 to 1963 .,1
"Lawrence Wetherby: During his tenure as governor , Wetherby focused on issues such as education , healthcare , and economic development .",0
"National Register of Historic Places: Established by the National Historic Preservation Act of 1966, the NRHP is a program administered by the National Park Service ( NPS ) that recognizes and protects cultural resources of national, state, and local significance .",0
Margaret Chin: She was born in Hong Kong and immigrated to the United States with her family when she was a child.,0
Margaret Chin: Chin grew up in the Chinatown neighborhood of Manhattan and became involved in community organizing and political activism at a young age.,1
Margaret Chin: She was first elected to the City Council in 2013 and has since been re-elected twice .,1
"Margaret Chin: Chin is known for her work on issues related to affordable housing , education , and social justice .",0
Doolittle ( album ): The album was produced by Gil Norton and recorded at London's Abbey Road Studios and Massachusetts' Fort Apache Studios.,1
Doolittle ( album ): Doolittle is considered a landmark album in the alternative rock genre and is often cited as one of the best albums of the 1980s.,0
"Doolittle ( album ): It features a distinctive blend of surf rock, punk, and indie rock influences, with Black Francis' (now known as Frank Black) distinctive vocals and lyrics that often explore themes of love, death, and the supernatural.",0
"Doolittle ( album ): The album includes several standout tracks, such as ""Debaser,""",0
Wehha of East Anglia: Here are some key points about Wehha and his reign:,0
"Wehha of East Anglia: * Wehha was a pagan king, meaning he practiced a pre-Christian religion.",0
"Wehha of East Anglia: * He ruled the kingdom of East Anglia during the 6th century, a time of significant migration and settlement in the region.",0
"Wehha of East Anglia: * The East Angles were a group of Germanic tribes who migrated to the area now known as East Anglia (which includes the modern-day counties of Norfolk, Suffolk, and Cambridgeshire) from Frisia and the southern Jutland peninsula.",0
"Pat Seerey: He played in the Major Leagues for the Boston Red Sox , Chicago White Sox and New York Yankees .",1
Pat Seerey: Seerey was a pitcher and played for 10 seasons ( 1949 – 1959 ) .,1
"Pat Seerey: Seerey was born in St . Louis , Missouri and attended St . Louis University High School .",1
Trinity ( nuclear test ): The test was conducted at the Trinity Site in New Mexico and marked the beginning of the nuclear age .,0
Trinity ( nuclear test ): The Trinity test was a groundbreaking event in the history of nuclear weapons and marked a significant milestone in the development of nuclear energy .,0
"Trinity ( nuclear test ): The test was watched by a team of scientists and military personnel , including J . Robert Oppenheimer , who later described the moment of detonation as ""a radiant burst of light "" .",0
"History of Sheffield: The settlement grew and developed over the centuries, becoming an important center for trade and industry in the region .",0
"History of Sheffield: During the Industrial Revolution , Sheffield became a major center for steel production and other heavy industries , earning it the nickname ""Steel City"" .",0
"History of Sheffield: The city's population grew rapidly during this period , as people from across the country moved to Sheffield in search of work in the fact",0
"British people: The term British people can also refer to people who are from or have ancestry from the British Isles , including England , Scotland , Wales , and Ireland .",1
"Bill Mosienko: Mosienko was born in the Ukrainian village of Kowel , which is located in what is now northeastern Poland .",1
Bill Mosienko: He began his hockey career in the Canadian junior leagues before joining the Black Hawks in 1948 .,1
"Bill Mosienko: During his time with the Black Hawks , Mosienko became known for his speed and scoring ability , earning him the nickname ""The Jet"" .",0
Bill Mosienko: He was a key player on several Stanley Cup -winning teams and was inducted into the Hockey Hall of Fame in 1984 .,1
"Stay Trippy: It was released on April 22, 2014, through Columbia Records and Dreamchain Entertainment.",1
"Stay Trippy: The album features guest appearances from various artists, including Lil Wayne, Wiz Khalifa, and Nicki Minaj.
lebel: 0
text: Nicki Minaj

The album was supported by three singles: ""Bandz a Make Her Dance"", ""Low"", and ""Smokin' & Drinkin'"".",1
"Stay Trippy: The album received generally positive reviews from music critics, with many praising Juicy J's lyrical ability and the album's production.",1
"Hel ( being ): According to the Poetic Edda , Hel is the daughter of Loki and the goddess Angrboða .",0
"Hel ( being ): She is often depicted as a beautiful and powerful goddess , but also as a cruel and unforgiving ruler .",0
"Hel ( being ): Љel is described as a dark and dismal place , where the dead are punished for their sins .",0
"Hel ( being ): The god Odin is said to have visited Hel and seen the suffering of the dead there , and he is quoted as saying that it is "" better to be a dog than a man in Hel .""",0
"Tommy ( album ): The album is considered one of the band's most groundbreaking and influential works, and is often cited as one of the greatest rock operas of all time .",0
"Tommy ( album ): Љ Tommy tells the story of a deaf , dumb , and blind boy named Tommy who experiences a series of traumatic events as a child and becomes a pinball champion as an adult .",0
"Tommy ( album ): The album's lyrics are written by Pete Townshend and are often surreal and symbolic , while the music ranges from gentle acoustic ballads to powerful rock anthems .",0
"Washington Park Court District: Located in the 6th Ward of the city, the district is bordered by 51st Street to the north, 55th Street to the south, Cottage Grove Avenue to the east, and Martin Luther King Jr.Drive to the west.",1
"Banker horse: Over time, the horses evolved into a distinct breed, characterized by their small size, stocky build, and hardy constitution.",0
"Banker horse: The Banker horse is well-suited to the harsh conditions of the Outer Banks, where they must contend with salt spray, sandy soil, and frequent storms.",0
"California condor: It is found in the southwestern United States and northern Mexico , with a population of around 400 individuals .",1
"California condor: The California condor is a critically endangered species due to habitat loss , lead poisoning , and poaching .",0
California condor: Conservation efforts are underway to protect the species and increase its population .,0
"California condor: The California condor is a New World vulture, the largest North American land bird.",0
"Tai Streets: He played for several teams throughout his career, including the Tennessee Titans , Jacksonville Jaguars , and Kansas City Chiefs .",1
Tai Streets: He then played for the Jaguars from 2004 to 2006 and the Chiefs in 2007 .,1
"Johnny Evers: He played in the National League for the Chicago Cubs , New York Giants , and Boston Braves from 1909 to 1926 .",1
"Johnny Evers: Evers was a key player on several championship teams , including the 1907 Cubs and the 1912 Giants .",1
Johnny Evers: He was known for his strong throwing arm and his ability to make difficult plays at second base .,0
Johnny Evers: Evers also managed the Cubs and the Braves during his playing career .,0
"Papal conclave , 1769: This was a significant event in the history of the Catholic Church, as it marked the beginning of a new era in the papacy.",0
"Papal conclave , 1769: The conclave was held in Rome, Italy, and was attended by a group of high-ranking Catholic clergy and cardinals from around the world.",0
"Papal conclave , 1769: The purpose of the conclave was to elect a new pope to succeed Clement XIII, who had passed away on February 2, 1769.",0
"Major League Soccer: The regular season typically runs from March to October , followed by the playoffs and culminating in the MLS Cup championship game in November .",1
Willamette University College of Law: It was founded in 1908 and is one of the oldest law schools in the Pacific Northwest .,1
"Willamette University College of Law: The college of law is part of Willamette University , a private liberal arts university located in Salem .",0
"Willamette University College of Law: The college of law offers a Juris Doctor (J.D.) program , which is the standard professional degree for lawyers in the United States .",0
"Willamette University College of Law: The program is designed to provide students with a comprehensive education in the legal system , including courses in constitutional law , contracts , criminal law and procedure , and torts .
In addition to the J.D.",0
Grammy Award for Best Hawaiian Music Album: The award was given annually by the National Academy of Recording Arts and Sciences (NARAS) to recognize and honor outstanding achievements in the Hawaiian music genre.,0
Grammy Award for Best Hawaiian Music Album: The category was introduced in 2005 as part of the Grammy Awards' expansion into new genres and regions.,0
"Grammy Award for Best Hawaiian Music Album: The first winner of the award was the album ""Kanaka Wai Wai"" by Keali'i Reichel.",1
"Lex Luthor ( Smallville ): He is a powerful businessman and scientist who is determined to rid the world of Superman, the Kryptonian who crash-landed on Earth as a child and was raised by Jonathan and Martha Kent.",0
Lex Luthor ( Smallville ): Lex Luthor is portrayed by actor Michael Rosenbaum in the series.,0
Lex Luthor ( Smallville ): He is introduced in the first season as a high school student who is initially portrayed as a nerdy outcast.,0
"Lex Luthor ( Smallville ): However, as the series progresses, he becomes more and more obsessed with Superman, whom he sees as a threat to his own ambitions.",0
"The Legend of Korra: The series was created by Bryan Konietzko and Michael Dante DiMartino, who also created the popular animated series Avatar: The Last Airbender.",0
"The Legend of Korra: The Legend of Korra is set in the same fictional world as Avatar: The Last Airbender, but takes place 70 years after the events of the previous series and follows the adventures of Korra, a young girl from the Water Tribe who is the next Avatar after Aang.",0
"Grey Cup: The Grey Cup is one of the most prestigious awards in Canadian sports, and it has been awarded annually since 1909.",0
"Grey Cup: The game is played between the winners of the CFL's Eastern and Western Conferences, and it is typically held on the last Sunday of November.",0
Performance Review: The episode was written by Mindy Kaling and Greg Daniels and directed by Ken Kwapis .,1
"Performance Review: It originally aired on November 15, 2005 on NBC .",0
"Performance Review: In the episode, Michael Scott (played by Steve Carell ) decides to hold a performance review for the Dunder Mifflin employees, but he struggles to come up with meaningful criticisms .",0
"2012 Scottish Cup Final: The match was played on April 28, 2012 at Hampden Park in Glasgow and was contested by Celtic and Aberdeen .",1
"2012 Scottish Cup Final: Celtic won the match 3-0 with goals from Ki Sung-yueng, Victor Wanyama, and Gary Hooper .",1
2012 Scottish Cup Final: It was Celtic's 37th Scottish Cup title and their first since 2008 .,1
"Bombardment of Papeete: Rather than risk being captured, the Emden decided to attack Papeete, the capital of French Polynesia, in an attempt to disrupt Allied communications and supply lines in the region.",1
"Franklin Peale: Here are the key points from the passage:
* Name: Benjamin Franklin Peale
* Born: October 15, 1795
* Name at birth: Aldrovand Peale
* Employment: Employee and officer of the Philadelphia Mint from 1833 to 1854
* Died: May 5, 1870
I hope this helps!
Let me know if you have any other questions.",0
Robert Key ( cricketer ): He was a right-handed batsman and a right-arm medium-pace bowler who played for England in Tests and One Day Internationals (ODIs) from 2000 to 2012 .,0
"Robert Key ( cricketer ): Key was known for his versatility as a batsman , able to play in various positions and his ability to score quickly .",0
"Arthur W: He was born in Des Moines, Iowa and graduated from the United States Naval Academy in 1917 .",1
Arthur W: Radford served in World War I and later became a pioneer in naval aviation .,0
Arthur W: He was a key figure in the development of carrier-based aircraft and played a significant role in the Pacific theater during World War II .,0
"Arthur W: After the war, Radford served as the Chief of Naval Operations from 1948 to 1953 .",1
"Iron Man 2: The film was directed by John Favreau and stars Robert Downey Jr.as Tony Stark / Iron Man, Gwyneth Paltrow as Pepper Potts, Don Cheadle as James ""Rhodey"" Rhodes, and Scarlett Johansson as Natasha Romanoff / Black Widow.",0
"1884 Atlantic hurricane season: This is a remarkable feat, as it indicates that all of the storms that formed during the season were intense enough to be classified as hurricanes.",0
"1884 Atlantic hurricane season: The season was particularly active, with several storms causing significant damage and loss of life along the eastern coast of the United States and the Caribbean.",0
Anna of East Anglia: Anna was a king of East Anglia in the early 7th century .,0
"Lauren Jackson: She is widely regarded as one of the greatest female basketball players of all time , known for her exceptional shooting ability , defensive prowess , and leadership qualities .",0
Lauren Jackson: Jackson began playing basketball at a young age and quickly emerged as a standout player in the Australian youth ranks .,0
Harry Potter and the Prisoner of Azkaban: The novel was first published in 1999 and has since become a beloved classic in the fantasy genre .,0
"Harry Potter and the Prisoner of Azkaban: The story follows Harry Potter , a young wizard who attends Hogwarts School of Witchcraft and Wizardry , as he uncovers a dark secret from his past and confronts the dangerous Sirius Black , a former student of Hogwarts who is believed to have betrayed his parents to the evil Lord Voldemort .",0
"Death Has a Shadow: The episode premiered on January 31, 1999, on Fox and was written and produced by Seth MacFarlane.",1
"Nighthawk ( roller coaster ): The ride features a unique flying design, where the cars are suspended from the track by a system of cables and pulleys, giving the riders the sensation of flying.",0
"Nighthawk ( roller coaster ): The ride begins with a slow climb up a 100-foot hill, during which the cars are rotated 360 degrees to create a feeling of weightlessness.",1
"Vlastimil Koubek: Koubek was born in Prague , Czechoslovakia ( now the Czech Republic ) and immigrated to the United States in 1949 .",1
Vlastimil Koubek: He studied architecture at the University of Pennsylvania and worked for several architectural firms before establishing his own practice in 1960 .,1
"Vlastimil Koubek: Throughout his career , Koubek was known for his modernist designs and his ability to create buildings that were both functional and aesthetically pleasing .",0
"Battle of Zadar: The battle took place in and around the city of Zadar in May 1991, during the early stages of the Croatian War of Independence .",1
The Adventures of Tintin: The series follows the adventures of a young reporter named Tintin and his dog Snowy as they travel the world and uncover mysteries.,0
"The Adventures of Tintin: The series is known for its blend of adventure, mystery, and humor, and has become a beloved classic of the comic book genre.",0
"The Adventures of Tintin: Hergé began creating The Adventures of Tintin in 1929, and the series quickly gained popularity in Europe and beyond.",0
The Adventures of Tintin: The series has been translated into over 50 languages and has sold over 200 million copies worldwide.,1
"Double burden: This can include tasks such as cooking, cleaning, and childcare , which are often expected of women in many societies .",1
"Battle of Ostrach: Here are some key points about the Battle of Ostrach:

* The battle was fought between the Austrian and French armies during the War of the Second Coalition.",0
Battle of Ostrach: * The battle took place near the town of Ostrach in present-day Germany.,0
"Battle of Ostrach: * The Austrian army was larger than the French army, but the French had a more advanced position and were able to hold their ground.",0
Reckoning ( Smallville ): The episode was written by Kelly Souders and Brian Peterson and directed by James Marshall .,1
"Reckoning ( Smallville ): It originally aired on December 1, 2005 on The CW .",1
"Gerald Ratner Athletics Center: The center features state-of-the-art training and competition spaces, including a 2,500-seat arena, a 1,000-seat wrestling room, and a 3,000-square-foot fitness center.",1
"Gerald Ratner Athletics Center: The facility also includes locker rooms, coaches' offices, and meeting spaces.",0
Gerald Ratner Athletics Center: The Gerald Ratner Athletics Center is named after Gerald Ratner.,0
"Rhodes piano: The Rhodes piano is known for its distinctive tone and touch, which is characterized by a warm, mellow sound and a responsive touch.",0
"Rhodes piano: It is often used in jazz, funk, and rock music, and has been played by many famous musicians, including Herbie Hancock, Chick Corea, and Stevie Wonder.",1
"Rhodes piano: It was originally produced by Fender, but is now manufactured by Yamaha.",1
Exercise Vigilant Eagle: The exercises are designed to promote military-to-military cooperation and increase interoperability between the three nations.,0
"Exercise Vigilant Eagle: The exercises typically involve a combination of ground , air , and naval operations, and are designed to simulate a range of scenarios, including counter-terrorism , peacekeeping , and humanitarian assistance .",0
"Aldwych tube station: However , due to low passenger numbers and the construction of the nearby Piccadilly line , the station was closed in 1994 .",0
"Aldwych tube station: Today , the station remains abandoned and is used as a filming location for movies and television shows .",0
"Aldwych tube station: Despite its closure , Aldwych remains an important part of London's transportation history and a fascinating example of early 20th century tube station design .",0
"Too Much ( Spice Girls song ): It was released in 1997 as a single from their album ""Spiceworld"" .
label：1

The song was written by the group's members, Emma Bunton, Geri Halliwell, Melanie Brown, Melanie Chisholm, and Victoria Beckham, along with Matt Rowe and Richard Stannard .",1
"Al Jean: He is best known for his work on the animated television series "" The Simpsons "" , where he has served as showrunner and executive producer since the show's debut in 1989 .",1
"1981 European Cup Final: The match was played in front of a crowd of 48,569 and was refereed by British official Ray Lewis .
label：0
text: ""48,569""

Liverpool , managed by Bob Paisley , were the defending champions and were looking to win their third European Cup in a row .",0
1981 European Cup Final: The match was a closely contested affair with both teams creating chances throughout the game .,0
"Moaning Lisa: It originally aired on the Fox network in the United States on November 25, 1989 .
label：0
text: ""1989""

The episode was written by Conan O'Brien and John Swartzwelder and directed by Rich Moore .",1
"Die Himmel erzählen die Ehre Gottes , BWV 76: The work is divided into seven movements , each with its own distinct character and mood .",1
"The Man with Two Brians: In this episode, Brian, the family dog, gains a second brain after being bitten by a radioactive spider.",1
"The Man with Two Brians: The additional brain causes Brian to become more intelligent and articulate, but also leads to conflicts between his two personalities.",1
"The Man with Two Brians: Meanwhile, Stewie tries to take advantage of Brian's newfound intelligence to gain control over the world.",1
"The Man with Two Brians: The episode features several references to popular culture, including a parody of the movie ""The Matrix"" and a cameo appearance by actor Michael Clarke Duncan.",1
"Material Girl: The song was written and produced by Madonna and Peter Brown, and it was released as a single in October 1985 .
label：0
text: ""Madonna
October""

The song became a major hit , reaching the top of the Billboard Hot 100 chart and staying there for six weeks .",1
"Simon Bolivar Buckner: Born in Kentucky , Buckner graduated from the United States Military Academy in 1847 and served in the Mexican – American War .
label：0
text: ""1847""

After the war , he resigned from the Army and entered politics , serving in the Kentucky House of Representatives and as a member of the United States House of Representatives .",1
"Simon Bolivar Buckner: When the Civil War broke out in 1861 , Buckner joined the Confederate States Army and served as a brigadier general under General Braxton Bragg .",1
"William Henry Sheppard: Born in 1865 in Hickory, North Carolina, Sheppard was raised in a family that valued education and religion.",1
"William Henry Sheppard: He attended Wayland Seminary in Washington, D.C. and was ordained as a Presbyterian minister in 1891.",1
William Henry Sheppard: He also worked to combat the slave trade and to promote social justice for African Americans.,0
"Joseph Scelsi Intermodal Transportation Center: It was named after Joseph Scelsi, a local businessman and philanthropist who donated funds for the center's construction.",1
"This Charming Man: Released in 1983 , the song was a major hit for the band and is considered one of their signature songs .",0
"Battle of Labuan: The Allies had been preparing to retake Labuan, which had been occupied by Japanese forces since 1942, as part of their broader strategy to recapture Borneo.",0
"Battle of Labuan: The Japanese defenders were caught off guard and were quickly overwhelmed, with many of their positions being captured or destroyed",0
Bonfire ( horse ): Bonfire was born in Germany and was purchased by van Grunsven in 1991.,1
"Bonfire ( horse ): Bonfire and van Grunsven developed a successful partnership, competing at the highest levels of dressage competition.",0
"Harvey Milk: Milk was born in Woodmere , New York and grew up in a middle-class Jewish family .",0
Harvey Milk: He served in the U.S.,0
Harvey Milk: Navy during the Korean War and later became a teacher and a political activist .,0
"O heilges Geist- und Wasserbad , BWV 165: Composed in 1727 , it is one of the most popular and enduring works in Bach's cantata output .",1
"O heilges Geist- und Wasserbad , BWV 165: The cantata is a setting of a text by Christian Friedrich Henrici (also known as Picander ) , which reflects on the spiritual benefits of baptism .",1
"O heilges Geist- und Wasserbad , BWV 165: The work is divided into six movements , each with its own distinct character and mood .",0
"O heilges Geist- und Wasserbad , BWV 165: The opening chorus , ""O heilges Geist- und Wasserbad"" , is a soaring declaration of the power and grace of baptism .",0
Jacob deGrom: He was drafted by the Mets in the 9th round of the 2010 MLB draft .,0
"Jacob deGrom: deGrom made his MLB debut in 2014 and has since established himself as one of the top pitchers in the league , known for his fastball , slider and control .",0
"Dakota , Minnesota and Eastern Railroad: DME provides freight service to a variety of industries, including agriculture, energy, and manufacturing, and operates a fleet of locomotives and railcars.",1
"History of timekeeping devices: From ancient sundials and water clocks to modern quartz clocks and atomic timekeeping devices , humans have been fascinated by the measurement of time .",0
History of timekeeping devices: These devices used the position of the sun to indicate time of day .,0
"Action of 28 January 1945: The battle was a minor but significant engagement in the larger naval campaign of the Second World War, and it highlighted the skill and bravery of the British sailors who fought in it.",0
College Republicans: The CRNC was founded in 1892 and is one of the oldest and largest political organizations for college students in the country.,0
